ID;SrcDatabase;Title;Author;Affiliation;Literature Source;Keyword;Abstract;PubTime;Year;PageCount;Abstract_Orig
P202;期刊;留日学生与中国早期现代化进程;"杨柳;贾春阳;";"中央党校国际战略研究所;";山西社会主义学院学报;"留日学生;;中国;;早期现代化";甲午战败后,为挽救腐朽衰败的清王朝,清政府派遣大批青年去日本学习,人数最多时接近两万人次,如此大规模的留日运动在中国近代史上是罕见的。留日学生在日本主要以学习政法科、教育科和军事科为主,他们回国后在政治、军事、教育、思想文化等领域发挥了重要作用,对中国早期现代化做出了巨大贡献。;2009-12-28;2009;50-52;
P200;期刊;留日学生在中国现代化中的作用;"杨柳;贾春阳;";"中央党校国际战略研究所;";湖南科技学院学报;"留日学生;;中国近代史;;早期现代化";甲午战败后,为挽救腐朽衰败的清王朝,清政府派遣大量青年去日本学习,人数最多时接近两万人次,如此大规模的留日运动在中国近代史上是罕见的。留日学生在日本主要以学习政法科、教育科和军事科为主,他们回国后在政治、军事、教育、思想文化等领域发挥了重要作用,对中国早期现代化做出了巨大贡献。;2010-01-01;2010;72-74;
P279;期刊;清末女子留日热潮的成因;陈九如;安徽省芜湖师专学报编辑部 安徽芜湖,241008;芜湖职业技术学院学报;"清末;;女子;;留日;;原因";甲午战败激起留日热潮,妇女解放开启女子留学先河,兴办女学急需新学女师,清朝政府倡导女子游学,日本朝野欢迎女子留日等因素,形成了清末女子的留日热潮。;2004-06-25;2004;5-8;
P076;期刊;认同与批判:清末留日学生的地域文化观;"朱发建;张晶萍;";"湖南师范大学历史文化学院;";安徽史学;"清末;;留日学生;;地域意识;;文化形象";留学异邦所造成的空间区隔和参照系的变化,不仅激发了清末各省留日学生的民族主义精神,也使他们的地域意识得到升华。在爱国先爱邦、谋国先谋邦的理念指导下,各省留学生们均强调本省对全国关系之重,期望本省在民族建国的运动中发挥领导作用。他们调查研究本省的历史地理文化状况以作为自治的基础,从而形成了一股地域文化热。留学生们一方面认同本省文化、赋予其正面价值,另一方面又对地域文化中不适应社会竞争、不符合自治需要的成份进行反思与批判,警醒同胞谋求革新。留学生们通过重新评价赋予了地域文化不同的品格,并通过创办杂志、传播新学新知等实际行动,在一定程度上改绘了本省地域文化的形象。;2015-05-15;2015;27-35;
P428;硕士;晚清至民国时期留日学生与中国科学近代化（1896-1937）;刘记茹;南京信息工程大学;南京信息工程大学;"晚清至民国;;留日学生;;科学近代化;;贡献";留学生作为中外科技文化交流的纽带,在一定程度上推动了中国科学近代化的发展。清末民初的留日学生,回国后将自己所学科学知识运用到中国各行各业的实践中,报效祖国,为祖国的科学发展做出了卓越的贡献。清末,洋务派提出“自强”、“求富”的主张,一方面开办近代军事、民用工业。另一方面创办新式学校,派遣留学生,为洋务事业培养大量的人才。洋务派开创了中国近代留学教育的先河。留日运动在中国近代留学教育史上,无论其人数还是影响都是空前的。1896年清政府首次公费派遣留学生赴日学习,从而揭开了近代中国人留日运动的序幕。此后,东渡日本留学者不绝于缕,由此涌起了大规模的留日热潮。1937年中日战争爆发,留日运动进入萧条期,留日运动暂告一段落。本文主要阐述1896—1937年间的留日学生的留学背景、历史进程、群体特征、学科专业特点、对近代科学贡献以及启示。本文主要由绪论、正文、结束语三部分构成。绪论主要阐述了笔者选题缘由,国内外研究概述,本文研究方法、创新之处以及论题相关名词的界定。正文是本文的主体部分,主要分为三部分。第一部分包括第二、第三章,主要研究了时代背景下的留学政策,以及分析了留学政策影响下留日学生群体特征。第二部分为第四章,即本文的重点,具体探讨了留日学生参与中国科学近代化建设的表现和作用。第三部分为笔者对留日运动影响的反思,以及从中得到的启示。第一章绪论部分主要阐述了选题依据、选题意义、研究方法、创新和不足之处以及对晚晴至民国中国科学近代化的界定。第二章主要分析了留学政策、留学日本的客观因素,从而得出的结论是:留日学生群体特征是在当时背景下的留学政策影响下形成的。第三章探讨了留日运动的历史进程、留日学生的群体特征,具体分析了科技留日学生的群体情况,总体论述留日学生的阶段性、群体性,突显本文所要重点研究的科技留学生的情况。第四章为本文重点章节,主要研究了留日学生在传播近代科学思想、改进中国近代教育、参与近代科学研究及其组建科学团体、中国军事近代化等领域做出的显著贡献。他们在近代科学理论研究中,尤其是自然科学方面突出的成绩,如数学、物理等。留日学生还致力于实业的创办,本文主要以化工领域和纺织工业为例进行论述。此外,留日学生在中国近代军事领域也做出了极大的贡献,主要表现为传播军事理论、发展军事教育、引进军事技术等方面。第五章论述留日教育在中国科学近代化历程中的积极影响及其不足之处。结语部分总结了本文的研究内容。留日学生是中国科学近代化的建设者之一,在传播近代西方科学文化中担当重要的角色。留日运动在我国近代留学教育史中有着极其重要的地位,对我国当今留学教育有着借鉴意义。;2015-06-01;2015;;
P272;期刊;1870年代清朝留美幼童与1900年代清末留日学生之比较;容应萸,周牧;亚细亚大学,亚细亚大学 日本 东京 ,日本 东京;徐州师范大学学报;"1870年代;;留美幼童;;1990年代;;留日学生;;比较";留学生在引进西方的科学技术、政治制度和文化思想方面起了很大的作用,西方化的引入导致了清朝的灭亡,无论其引导者是支持还是反对皇权。对于清政权,留学生是革命派还是支持派,取决于他们对当时国际国内形势的看法,即清政权是否能够强大或是无可救药。19世纪的最后20年,传统的士绅和接受过西方教育的知识分子,仍然希望改革清政府,但到20世纪初,现代教育体制下的学生坚信推翻清朝统治是拯救中国的唯一手段。他们在留学期间,支持或是反对其留学国家只是他们个人经历的部分结果,而中国与东道主国家的全面关系则更具重要性。在现代中国历史上,日本对中国的长期侵略和中美相对友好的关系是留美幼童支持美国而留日学生反对日本的更具决定性的原因。留学生没有盲目热爱或仇恨所留学国家,他们是客观公正的观察者和评论者。;2004-12-30;2004;1-7;
P351;期刊;清末留日学生与中日文化交流;"李喜所;";历史教学;历史教学;"留日学生;中日文化交流;湖南编译社;";留学生是中外文化交流的重要媒介,唐朝时期日本向中国派了大批留学生,使中国灿烂的古代文化飘洋至日,对日本的政治、经济和思想发生了深远的影响,二十世纪初年,两万多中国留日学生则从日本引进了许多西方资产阶级的思想文化,直接影响了中国近代的政治变革和思想演变。留日学生在这方面的不懈努力和卓越贡献,构成了清末留日学生运动的一项重要内容。留日学生引进日;1986-03-02;1986;46-48;
P401;硕士;清末民初留日学生异国婚恋研究;邢雅欣;天津师范大学;天津师范大学;"留日学生;;异国婚恋;;传统婚姻";留学生的异国婚恋现象是思想解放,追求自由的时代产物。1875年容闳与美国人玛丽结为夫妻就开创了中外通婚的先河,此后,中外通婚的案例在留学生中更是屡见不鲜。同样作为留学生东渡日本的年轻人在与日本女性的交往中,更是体会到了日本女子与传统的中国女子之间的强烈对比,不同于中国女子的因循守旧,日本女子在与异性交往中的态度多是热情与开放,因此不少留日学生与日本女子产生感情。但是面对国内的“父母之命,媒妁之言”,他们又不得不夹在浪漫与道德之间徘徊。留日学生与日本女性的婚恋固然是浪漫而又开放自由的,但是面对家国传统与个人情感的矛盾,留日学生的异国婚恋的确是个艰难而又复杂的选择,但最主要因素还在于个人的选择。本文构成主要有三个部分,对留日学生与日本女性的交往进行论述,从面到点,再到各界对异国婚姻的评论与看法,以期全方位地展现这段历史。第一部分就清末民初留日学生与日本女性的初见、交往、恋爱、婚姻现象进行全面的阐述,从见识到日本女性不同于中国女性的美及不同的举止等产生惊讶与爱慕之心,到部分留学生出现嫖妓、纳外妾等不良之举,再到出现与日本女性结为夫妻,都对当时的日本和中国社会产生了巨大的影响。第二部分就郭沫若、郁达夫、周作人三个留日学生不同的与日本女性交往经历进行详细的论述和分析,阐明了三个人不同个人选择,最终影响到了三人与日本女性不同的结局,也表达了国内旧习与自由选择时产生的碰撞。第三部分就中国社会对留日学生异国婚恋的看法,从政府角度是禁止留日学生特别是官办学生的通婚。而在社会则看法不一,有人认为通婚是救国,有人认为是打破旧社会的开端等等。但不论如何实际上留日学生的婚姻打破了当时旧有的婚姻程式,为中国社会带来了革新之风。;2020-05-01;2020;;
P148;期刊;比较研究留日留法群体对马克思主义的传播;"汶生瑞;";"南京师范大学公共管理学院;";福建党史月刊;"留日群体;;留法群体;;马克思主义;;传播;;中国化";"留日、留法群体在传播马克思主义的过程中特别重视对马克思主义经典著作的研读。就两大群体对马克思主义整体性认识而言,留日群体重视社会主义学说和运动,留法群体重视阶级斗争的理论;就唯物史观来说,留日群体强调""生产力和经济基础决定论"",留法群体强调唯物史观的阶级性,重视从唯物史观的基本特征和唯物辩证法的角度去认识和观察社会;对资本主义的认识而言,留日群体侧重对资本主义的学理性认识,指出社会主义替代资本主义的必然性,留法群体则侧重对资本主义发展过程和特征的认识。在传播马克思主义的过程中,留日、留法群体特别注重在实际的运动中和社会组织中发挥表率作用,进而推动了马克思主义中国化的历史进程。";2012-01-20;2012;21-24;
P288;期刊;论辛亥革命前夕留日中国学生的思想感悟;何旭艳;浙江温州师范学院经济管理学院 讲师、复旦大学历史系博士研究生;学术月刊;"日本;;中国留学生;;思想感悟";"留日中国学生在 2 0世纪初期的中国社会扮演了重要角色 ,留日生涯给他们带来了思想感悟 :通过自强增强国力 ;以西学致强 ;要塑造“中国魂” ;对执政的清政府采取行动";2003-05-20;2003;66-71;
P468;硕士;留日士官生与清末民初军事现代化成败;张瑞安;华中师范大学;华中师范大学;"清末民初;留日士官生;军事现代化;成败";留日士官生的群体研究，是清末民初军事史上的一个重要课题。而留日士官生在清末民初的军政舞台上也占有十分突出的地位。 向日本陆军士官学校派遣留学生发轫于己于19世纪末期。甲午一战，堂堂天朝上国，竟为东邻弱国所败，朝野震惊。为了挽救垂亡的命运，使自己的统治苟延残喘，清政府自上而下掀起了一场旨在振兴武备的军事热潮。在国内督练新军，创办大量新式军事学堂的同时，并向日本派遣了大批军事留学生，不仅使清政府在军事上顺应了世界的现代化潮流，而且对当时的中国政局产生了重大影响。 由于自清末第一批留日士官生派出，截止二战结束后，日本陆军士官学校被勒令关闭，始终有大批的留学生前往求学，其时间跨度竟达半个世纪之久。在如此长的时间内来对一个群体进行研究，实非易事。恰好1924年广州黄埔陆军军官学校建立后，凭借其独特的军人革命精神及思想教育，使黄埔生成了未来中国革命的主角。尽管在上层掌权者，留日士官出身者仍不乏人，然而像清末民初那样出现了庞大的士官群体，毕竟已成昨日辉煌。故以1924年为界，将本文的时间跨度定格在1900—1924年。然在这短短的24年里，留日士宫生的整体表观也有较大的变化。 在辛亥革命前，也就是本文所描述的第一个阶段，留日士官生无论是在参与新式军事教育上，还是在主持新军事训练方面，均做出了不俗的成绩。却不料随着清政府的垮台，旧政权的崩溃，中国权力真空的形成了，腐败的土壤激活了这些被国家倚为干城且位高权重的职业军人的贪欲，他们没有在祖国破败山河中激发出以身许国的军人情怀，却纷纷卷入军阀混战的泥潭，此情此景，如何不令人深思!;2003-05-01;2003;;
P419;硕士;留学前后：留日士官生群体特征研究;王志敏;华中师范大学;华中师范大学;"留日士官生;;数据库;;高级将领及各界名人;;籍贯重心";留日士官生群体作为留日学生中的重要组成部分,不仅在其中显得尤为耀眼,而且在历史发展中也发挥巨大的作用。对于留日士官生自身群体的特征来说,由于人物众多,很难窥其全貌,大多数只停留在部分人物或部分领域的研究状态。量化史学的发展,渐渐突破这一限制。因此,建立留日士官生数据库来研究他们的群体特征,变得便于操作起来。留日士官生的样本是建立数据库的基础,选择的样本要经得起各种验证。本文使用陈予欢的中国留学日本陆军士官学校将帅录作为建立数据库的基础,辅以沈云龙(编)、郭荣生(校)的日本陆军士官学校中华民国留学生名簿作为参照对比脚本,并把陈予欢中国留学日本陆军士官学校将帅录一书中附录一“日本陆军士官学校出身高级将领及各界名人一览表”作为留日士官生的精英人才数据库样本,相继建立三个关于留日士官生的数据库。数据库内容包括留日士官生的姓名、民族、籍贯、年龄、期别、兵科、毕业正常与否、曾任职政府、职位分类归属、备注等项目,其下根据需要有的会再建立小型的数据库。利用数据库的相关内容,运用量化的方法,对留日士官生的群体特点、留日士官生中出身的高级将领及各界名人的基本特点、留日士官生的肄业学生和留日士官生的生源时空分布特点等内容做一详细的分析。留日士官生的群体特征,从民族身份与年龄差别、人数与时间、空间分布、兵科构成等四个部分阐述其基本特点,另从其归国后的任职政府和职位两方面阐述其后期影响特点。高级将领及各界名人的基本特点,在分类方面与留日士官生群体特征有相似之处,相关内容有对比之意。肄业学生是留日士官生中的特殊群体,他们的基本特点、肄业原因与历史进程的关系、肄业归国后的人生走向,值得探讨。留日士官生的生源时空分布特点,依托他们籍贯信息的空间性以及期别分期的时代性,作出呈现式讨论。留日士官生的群体特征具有分析的层次性特点,因此,作出层次性的分析和呈现将是本文的难点。数据库的量化分析无疑对本文的结构提供许多便利,但是量化分析的呈现式特点与文章层次性的深度探讨的结合,让笔者心有余而力不足,希冀后人能补此不足。;2018-05-01;2018;;
P157;期刊;清末留日政策演变述论;"谢忠强;";"上海大学历史系;";历史档案;"留日学生;清政府;留学生;政策演变;";留日学生不仅是中国新旧文化转型的媒介,更是中日两国交流的重要载体。故而,留日学生研究一直以来都是史学研究的热点之一。然综观目前既有之研究成果,论者多着眼于留日学生角度,而鲜有考察清政府留学政策前后演变之专论。笔者不揣浅陋,拟对清末留日政策的发展演变进行初步的梳理,不当之处敬请方家批评指正。一困惑与向往:救亡讨论与留日政策的确立;2011-11-15;2011;100-104;
P197;期刊;论留日学生在鄂传播资产阶级革命思想的方式;"杨振华;";"孝感学院政法学院;";湖北社会科学;"留日学生;;武汉地区;;资产阶级思想;;方式";留日学生在以武汉为中心的湖北地区采用多种方式传播资产阶级革命思想。他们以自己的生活方式和行为举止潜移默化地改变着人们的生活方式和思想。演讲是他们宣传革命思想最普遍、最方便的方式。他们冒着生命危险把国内外的进步书刊源源不断地运进武汉地区,让广大群众接受革命思想的洗礼。他们发行报纸杂志,建立起宣传革命思想的强大思想阵地。他们利用教员的身份向青年学生灌输革命思想。留日学生在鄂传播资产阶级革命思想,为武昌起义打下了坚实的理论基础。;2010-03-10;2010;113-115;
P329;期刊;留日学生与五四运动;孔凡岭;齐鲁学刊;齐鲁学刊;"留日学生;章宗祥;中日军事协定;五四运动;巴黎和会;";留日学生在辛亥革命中的功绩为史学界所公认,而他们对五四运动的影响尚未引起人们的充分注意。笔者从大量的史料中看到,五四运动与留日学生有着十分密切的关系,在此前后留日学生进行了一系列的爱国活动,对于北京学潮的酝酿、发生、发展产生了巨大的作用。本文拟就其中三次大的斗争及其对五四运动的影响试加说明。;1993-10-28;1993;100-105;
P001;期刊;晚清时期留日学生对中国教育的影响研究;"顾艾洁;";"沈阳师范大学教育科学学院;";兰台世界;"晚清;;留日学生;;教育;;影响";留日学生对晚清中国的教育产生了极大影响。他们满怀爱国之情，将一腔热血献给了教育事业，他们投身教育改革，创办新式学堂，担任监督、教务长、总教习等重要职务；他们革新教科书，参与新学制的制定与实施，引进近代资本主义的教学内容、教学方法、教学制度，积极传播西方先进的教育理念、教育观念、教育思想；他们还促进了中国女子教育的发展，加快了中国教育近代化进程。;2023-06-06;2023;157-160;
P043;期刊;留日学生归国运动与五四运动的比较;"谢荫明;";广东党史与文献研究;广东党史与文献研究;"中国留日学生归国运动;;五四运动;;联系;;区别";留日学生归国运动和五四运动归属于民主主义革命的新旧两个时期。留日学生归国运动与五四运动有密切的联系,有共同的背景、敌人、先锋力量,但两者的指导思想、斗争目标、参与阶层、影响范围、历史作用等明显不同。;2019-06-20;2019;5-11;
P299;期刊;1918年留日学生救国团活动述评;田雪梅;西南交通大学人文社科学院!四川成都610031;西南民族学院学报(哲学社会科学版);"留日学生救国团;;组织机构;;五四运动;;准备;;推动";留日学生救国团运动兴起的原因在于日本政府强迫北洋政府签订中日共同防敌军事协定 ,救国团作为留日学生归国后的组织机构 ,有自己的组织方法和纲领 ,联合国内学生进行了大规模的废约救国运动 ,产生了广泛影响 ,为五四运动提供了政治思想和组织骨干上的准备 ,是五四运动爆发的一股重要的推动力量;2001-08-28;2001;134-140;
P259;期刊;清末民初留日学生与马克思主义教育思想的导入;"周谷平;代妮娜;";浙江大学教育学院,浙江大学教育学院 浙江杭州310028,浙江杭州310028;徐州师范大学学报;"清末民初;;留日学生;;马克思主义教育思想;;导入";留日学生是中国近代社会的一个特殊群体,他们对中国近代社会各个领域的发展作出了不可磨灭的贡献。清末民初(1896—1918年间)留日学生通过主办刊物、翻译文章和著作等途径传播马克思主义,在这一过程中体现出了马克思主义教育思想初步导入的特征,从一个侧面展示了留日学生对马克思主义教育思想在近代中国的传播、形成和发展所作出的贡献。;2006-03-15;2006;1-4;
P321;期刊;留日学生眼中的日本侵华战争;;探索与争鸣;探索与争鸣;"日本侵华战争;中国留日学生;";留日学生眼中的日本侵华战争在世界反法西斯战争和中国抗战胜利５０周年的今天，日本的部分人一方面念念不忘遭受两颗原子弹打击的苦痛，一方面又想方设法抵赖日本军人在东亚的侵略暴行。但历史就是历史，历史是不能忘却的。这里发表的４位中国留日学生的文章，从多个侧面...;1995-12-20;1995;1;
P304;期刊;留日学生与五四运动;王友平;四川省地方志编纂委员会;社会科学研究;"五四运动;留日学生;五四爱国运动;";留日学生首先提出了五四运动的两大中心口号和斗争目标——“外争国权”、“内惩国贼”，对发动五四运动的决策及其实施起了关键性作用，留日学生实为五四运动爆发之一重要动因。“东京的五四运动”有力地推动了国内五四运动的发展。留日学生特别积极地投身五四运动，有其历史必然性;1999-05-28;1999;5;
P312;期刊;略述1918年留日学生罢学归国运动;张惠芝;河北教育出版社;中州学刊;"留日学生;张惠芝;留学生;";略述１９１８年留日学生罢学归国运动张惠芝１９１８年３月，留日学生从西方和日本的报纸上知道，中日两国政府正在就所谓“共同防敌”问题进行秘密磋商。有的报纸还披露了有关日本政府以借款为诱饵迫使段祺瑞政府与日本共同出兵西伯利亚，参加对苏俄的武装干涉和共同出兵...;1997-11-20;1997;5;
P409;辑刊;九一八事变后的留日归国学生;"廖利明;仇玉勇;";"中国第二历史档案馆;";“九一八”研究;"九一八事变;;留日学生;;归国;;抗日宣传";相对于欧美留学生,留日学生与中国社会的联系较为紧密。每当中日民族矛盾加剧的时候,留日学生往往民族情绪激昂,积极投身到国内的反日排日运动当中。九一八事变后,留日学生冲破国民政府的阻挠,有组织地纷纷回国,并在国内开展请愿、宣传等活动,对激发国内民众的抗日意识,消除国内民众在九一八事变前对敌情的隔膜,起到了一定的作用。;2019-08-31;2019;;
P323;期刊;“九·一八”以后的中国留日学生;王奇生;民国春秋;民国春秋;"留日学生;留学生;日本船;抗日救亡运动;国民政府教育部;九·一八;";研究近代中日关系史,有一现象颇堪深思,即不少日本的“支那通”成为侮华侵华的先锋,而多数中国的留日学生成为抗日反日的先导。自甲午至抗战,日本帝国主义侵略中国由局部而全部,由蚕食而鲸吞,使中国民众产生亡国灭种的危机感。这种危机感自“九·一八”以后激变为全民族各阶层的抗日救亡运动。其中对国难感触最敏锐、情绪也最高昂的,要数青年知识分子。在青年知识分子中,留日学生又是最直接的抗日先导。 一、抗日先导 甲午战争标志着中日两国文化地位的逆转,中国由文化输出国转为输入国,日本则由文化输入国转为输出国。随着中日两国文化地位的逆转,两国人;1995-08-15;1995;17-23;
P352;期刊;关于秋瑾留日的几个史实;余田禾;福建论坛(文史哲版);福建论坛(文史哲版);"鉴湖女侠;冯自由;同盟会;";秋瑾(1875—1907)是我国近代史上有较大影响也是辛亥革命时期重要的人物。在二十世纪初年革命形势急剧发展的风暴洗礼下,秋瑾迅速地成为一个资产阶级民主革命的坚强战士。在她短暂的三十二年生涯中,由于史料记载的歧异,许多重要的事实至今尚存在争议。在这里,我们仅就秋瑾留学日本的有关问题,根据所接触到的史料作一点核实工作。秋瑾在日本留学的时间并不长。但这一段战斗经历,对她革命思想的形成与发展起了重大的作用,所以搞清这一段有关的历史事实是很必要的。;1985-06-30;1985;73-75;
P344;期刊;清末留日学生中的女性;"周一川;";"山东大学;";历史研究;"留日学生;女子学校;留学生教育;女子留学;外国留学生;";翻开中国现代史,到处可见留日学生出身的各界名人、要人的活动踪迹。始自清末的留日高潮,造就了一支庞大的知识分子队伍,对中国社会的发展产生了深刻的影响。清末留学生在日的活动,以其独特的风格同国内反帝反封建斗争紧密相连,并成为辛亥革命的重要组成部分。由此可见,留日史的研究是中日关系中一个不可忽视的重要内容。;1989-12-15;1989;49-64;
P367;中国会议;辛亥革命前的留日学生运动;"李喜所;";"南开大学历史系;";纪念辛亥革命七十周年学术讨论会论文集（上）;"留日学生;改良派;孙中山;平均地权;留学生教育;湖北同乡会;成城学校;军国民教育会;梁启超;同盟会;革命派;";翻开辛亥革命的历史画卷,迎面而来的是一群资产阶级小资产阶级知识分子在那里呼喊冲杀。而他们中间的骨干分子就是当时的留日青年学生。所以探讨留日学生运动的发生、发展及其特点是辛亥革命史研究中的重要一环。本文试图在这方面作一尝试。;1981-10-01;1981;42;
P402;硕士;江西省近代医学教育事业中的留日学生;梁骁;江西师范大学;江西师范大学;"近代;;留日学生;;医学事业;;江西";"自1896年,清政府派遣13名中国青年东渡日本,进入日本学校就读,由此拉开了中国近代留日运动的序幕。江西因地处偏远,没有早早参与其中,却发展迅速,留日人数在中部省份数一数二。这些留日学生学成回国之后,成为了地方新学的创始人与近代学科的构建者。其中近代医学方面影响尤为深远。1904年江西留学生王焕文在日本建立中华药学会,团结了当时留日的一批医药学学生,其中中华药学会的三位成员回国后,在江西建立了省内第一所专门学校,成为了民国时期江西新式医学教育的第一批传播者。随着留日学生陆续回国,他们逐渐成为了江西省近代医学事业的中流砥柱。其成果则经受了经费不足、战争和多次迁移的考验,保存并延续至解放后。本文在留日学生与近代地方医学发展相关先行研究的基础上,用文献研究和数据研究的方法,通过阅读相关著作以及民国时期相关统计档案与政府报刊,以为江西近代医学教育作出卓越贡献的代表留日学生和四所由留日学生创办的医学院校为主轴,结合江西地方近代史的历史断面,整理并分析了他们的生平、贡献、成果,并深入分析了三所医学院校的历史沿革与办学成果。本文分为五个部分,第一部分主要对国内外已有的研究成果、研究现状进行论述;第二部分主要论述近代江西地方赴日留学的开展情况,第三部分主要考察了在江西省近代医学发展中起重要作用的代表留日医学生,第四部分主要通过历史沿革、办学特色、教育成果等方面整理并分析了三所由留日学生创办的医学院校为地方新学作出的贡献、并总结了其现代意义。";2020-05-01;2020;;
P149;期刊;清廷政策与留日大潮的形成;"朱美禄;";"东南大学艺术学院;贵州财经学院文化传播学院;";兰台世界;"清廷政策;;留学日本;;现代化进程";"自1896年中国向日本派遣留学生开始,清廷出台了一系列积极鼓励莘莘学子出洋求学的政策。因为""取径东洋,力省效速"",所以日本成为了中国学子留学的重镇。尽管留日学生鱼龙混杂,但这一群体促进了中国现代化的进程。";2012-01-18;2012;8-9;
P098;期刊;清末留日学生与日本社会的摩擦和冲突;"王卫平;邵宝;";"苏州大学社会学院;";苏州大学学报(哲学社会科学版);"清末留日学生;;交流与摩擦;;文化差异";"自1896年近代首批留学生赴日至1912年清政府退出历史舞台,整个清末时期赴日留学生的人数超过10万人。留学生赴日后与日本社会展开了全面的接触,然而由于这一时期日本国民急剧膨胀的民族优越感、双方不同的生活习惯、留学生日语水平较低等多重因素的影响,双方的交流渠道并不通畅,留学生也对留学生活颇具强烈的屈辱感与挫折感,这也是近代留学史上""留日反日""现象的重要原因。";2013-12-03 14:20;2013;183-189;
P434;硕士;北京政府时期的留日学费借款;孙璐;东北师范大学;东北师范大学;"北京政府;;留日学费;;九六公债";自清末开始的赴日留学，在北京政府时期得以继续。北京政府为加强了对留日学生的管理，制定了许多章程；同时日本也一改之前冷淡的态度，开始重视中国的留日学生教育问题。但北京政府统治期间，战乱不断，财政枯竭，留日经费屡屡不足；而同时期的日本，大发战争横财，寺内正毅上台后，着手改变对华方针开始给中国以“财政援助”。以此为契机，北京政府开始举借外债，以资助在日的中国留学生。笔者以此为角度，将本文分为三个部分。第一部分从中日两国的留学政策、财政状况这两个方面分析留日学费借款的背景；第二部分将借款分为四个时期：初期、高潮、继续与末期，分阶段叙述每笔借款的经过、展期情况以及偿还情况，并以九六公债为例分析北京政府对外债的整理与偿还；第三部分为总结各时期的借款，分析债项要件，并在文章末附一表格以整体把握北京政府时期的留日学费借款情况。这一时期的留日学费借款与当时两国的财政状况与外交关系有着直接而密切的关系，在第三部分笔者会对此进行分析。尽管北京政府时期各派系之间内战不断，经济发展停滞不前，留学教育问题没有得到充分重视，但赴日留学始终没有停止，为了支付留日学费的借款问题虽小，但却不容忽视，笔者试图以外债的角度来分析北京政府时期的留日学费借款。;2014-05-01;2014;;
P381;辑刊;半殖民文化语境下的服饰、性别与民族——旗袍与1930年代留日女学生的身份政治;"张惠娟;";"山东大学文学院;";新文学评论;"留日学生;学生装;留学生;民族身份认同;文化语境;女学生;";至1920年代末期，在有关留日学生的文学书写中，知识分子作为弱国子民的身份“焦虑感、悲怯感和不确定性”~((1))明显减弱，文化立场和民族身份认同向本民族回归，他们通常以一种平视的姿态去观赏和体验东洋文明。与此同时，日本侵华带来的民族危机又让身处战争策源地的留日学生，在精神上、心理上遭受着殖民文化的侵袭与裹挟，身份体验更为敏感、复杂和深刻，留日学生的形象塑造、文化身份建构和民族情感表达呈现出新的样态。相比于清末和1920年代，1930年代的留日学生生活书写和形象塑造最鲜明的特征就是在国族叙事和殖民叙事之间嵌入了性别因素，给予留日女学生独特的观照。;2022-09-30;2022;11;
P449;辑刊;关于东京“左联”重建后的中国留日学生的文学、艺术运动(七);"小谷一郎;王建华;";上海鲁迅研究;上海鲁迅研究;"中国留日学生;座谈会;《留东新闻》;";"艺术聚餐会(上)前号谈到1934年以后,由于中国留日学生的大量增加,使之成为以""同人形式""公开发行的东流杂志的后盾,并维持它的发行,实际情况明显地显示出这一点。那么,当时他们是如何担负起成为中国留日学生文学、艺术活动""磁场""作用的呢?东流杂志确实是东京""左联""发行的机关杂志,从1934年3";2010-02-28;2010;;
P002;期刊;范源廉的留日活动及其对中国近代教育的影响;"臧佩红;";"南开大学世界近现代史研究中心暨日本研究院;";南开学报(哲学社会科学版);"范源廉;;清末留日;;近代教育体制;;中日关系";范源廉乃中国近代著名教育家，于1899年至1906年三次赴日留学，先后就读于高等大同学校、弘文学院、高等师范学校。其间，积极参与、倡导了留学生的师范及法政教育，并参加了留学生组织等社会活动。范源廉留日回国后，先任职于清末学部，开创了中国近代师范教育、法政教育，后就任民国初期的教育次长及总长，主持创建了中国近代学制。在中国近代教育的初创过程中，范源廉及其留日活动起到了重要作用，形成了近代中日之间共同的“教育基因”，反映了近代中日两国之间千丝万缕的密切关联。;2023-05-20;2023;157-165;
P320;期刊;留日士官生蒋百里;焦艳琴;河北大学;日本问题研究;"留日士官生;士官学校;求是书院;成城学校;梁启超;林迪臣;";蒋百里先生(1882年─1938年)名方震,宇百里,出生于浙江海宁硖石镇大族蒋氏之家,其家以知书达理,远近闻名。百里先生出生正值中华民族危亡之际,强烈的民族忧患意识和炽热的爱国之心,使他矢志于救亡图存,报效祖国的人生道路。为此,他在青少年时代便胸怀鸿鹄之志,负籍东瀛,后又就学于德国,刻苦追求民族复兴的事业。;1996-05-15;1996;55-59;
P262;期刊;日本学生监督处《官报》中的留日艺术学生;"红帆;";云南艺术学院思政部,;云南艺术学院学报;"留日艺术学生;;《官报》;;东京美术学校;;东京音乐学校";该文从日本神奈川大学中国留日 学生研究中心所藏清未游学日本学生监督处官 报中,辑录出留日艺术学生名册、在日本活动情 况、清朝中央和地方政府对艺术留日学生的经费 政策、态度及对清末学堂艺术教育的影响。;2005-12-25;2005;71-80;
P208;期刊;论江苏谘议局的议政活动——以留日或新式教育出身议员为例;"袁岿然;吴善中;";"扬州大学社会发展学院;";江苏大学学报(社会科学版);"江苏谘议局;;议政;;留日议员";谘议局是清廷筹备立宪的重要一环。江苏谘议局的议政活动具备现代民主政治的基本程序,其中留日或新式教育出身议员在议场占主导优势。他们能够通过合法渠道为民请命,尽其所能兴利除弊,在很大程度上呈现出现代民主政治的色彩。江苏谘议局的议政活动积极推进了现代民主政治的进程。;2009-09-30;2009;69-72;
